CLIENT_ID,APPEARANCE_COUNT
100283344,2
103758371,2
101294562,2
101382908,2
102227094,2
102848977,2
102936638,2
103175614,2
103397627,2
103448008,2
103528421,2
104202547,2
101156050,2
104364633,2
104982738,2
106274320,2
107028450,2
107615475,2
108206316,2
108419049,2
10850028,2
108928541,2
108827660,2
109820111,2
123169441,2
110131106,2
110190545,2
112690288,2
113802503,2
1145968,2
114935604,2
117770800,2
118045090,2
118321829,2
119015324,2
119057854,2
119079360,2
120141194,2
120497200,2
121103152,2
121271160,2
121399866,2
121400569,2
121754631,2
122492463,2
155661210,2
123780695,2
125697793,2
142819788,2
126550244,2
127342536,2
127437325,2
127653170,2
128213105,2
128290051,2
129250514,2
130118484,2
130884551,2
132243575,2
135399490,2
13667617,2
138579618,2
139058907,2
14066445,2
14190555,2
142554750,2
142716422,2
143737209,2
126191630,2
143997889,2
145572567,2
125267902,2
145755860,2
145802576,2
147014616,2
147715565,2
147854378,2
148030258,2
148383556,2
148669143,2
148980294,2
149754537,2
150277453,2
153878681,2
153957712,2
154479549,2
154758390,2
155187451,2
155283684,2
155291770,2
144672539,2
155378766,2
155856211,2
213897638,2
169017813,2
157520224,2
158959093,2
159858279,2
160353371,2
160802726,2
161502005,2
161768988,2
162045335,2
162046700,2
162610378,2
162854170,2
163603724,2
16376487,2
163789257,2
163977408,2
165307360,2
165449997,2
165975045,2
166008993,2
166010804,2
181229540,2
156539421,2
169167100,2
170419764,2
170521558,2
171563384,2
172009947,2
172809821,2
173990258,2
174880922,2
175241692,2
175718362,2
177005879,2
17720063,2
177416990,2
177567213,2
1785650,2
179231172,2
179642134,2
179761003,2
180377963,2
181012026,2
16834224,2
181846629,2
197663641,2
198168380,2
184731875,2
186494645,2
187040023,2
187786157,2
187965678,2
188441097,2
188642468,2
189375740,2
189467852,2
189743719,2
192711142,2
193354436,2
193884843,2
193920811,2
194116130,2
194213771,2
195499563,2
195791804,2
196404569,2
196837477,2
183034987,2
184198710,2
200079007,2
20087536,2
200926142,2
201360299,2
201721156,2
201806402,2
201880720,2
204879238,2
205036865,2
205256917,2
206774799,2
207491320,2
207534543,2
207745370,2
208267767,2
208311050,2
209188112,2
21047713,2
211918478,2
212265916,2
214144381,2
214253583,2
21470071,2
231684443,2
215968699,2
216979277,2
217320899,2
217671684,2
222201767,2
22271154,2
222754906,2
222819837,2
223189157,2
22323247,2
223793070,2
224117856,2
224154938,2
224160875,2
226309142,2
227214712,2
229824747,2
230806963,2
232699775,2
215691960,2
233683122,2
24563866,2
244957092,2
234982131,2
235096252,2
235160393,2
235356894,2
236338251,2
236755342,2
237513450,2
237690199,2
239598720,2
240602127,2
241003843,2
24151246,2
241848512,2
241876029,2
243323744,2
243556162,2
243577564,2
244058081,2
233808742,2
245460284,2
247544705,2
266220331,2
256146882,2
248380877,2
24848117,2
248880267,2
249020146,2
24904430,2
249411143,2
250487467,2
250688238,2
541873709,2
251236556,2
251728751,2
252090007,2
252503892,2
254078391,2
25452392,2
255266331,2
255270151,2
255584510,2
255626501,2
247741725,2
256613323,2
257599789,2
257035767,2
259210608,2
259304592,2
259830969,2
260807860,2
260918910,2
261833353,2
261843320,2
262202202,2
262417953,2
262432663,2
262620616,2
263088689,2
263585037,2
264113327,2
26420320,2
264302507,2
264407224,2
265091094,2
257040156,2
234227083,2
266462010,2
283406939,2
281582309,2
269976672,2
271413555,2
272946830,2
273382313,2
274786230,2
275120160,2
275645820,2
276104101,2
276446551,2
276478953,2
277970962,2
278068467,2
278802563,2
279035497,2
279565873,2
279585096,2
279658740,2
281217529,2
28209745,2
269273599,2
282951503,2
291647343,2
291242673,2
283411816,2
283793620,2
283992289,2
284064518,2
284566515,2
285116570,2
285663961,2
285786692,2
285792260,2
286082153,2
286202641,2
286347851,2
287263206,2
287842045,2
287851562,2
288452687,2
289964883,2
291162748,2
283176480,2
266874642,2
293819864,2
266533108,2
307016829,2
295255117,2
295343494,2
295601086,2
296124703,2
296782515,2
298507852,2
298835887,2
299080500,2
299537610,2
300535930,2
300886011,2
301890291,2
30374554,2
30449268,2
305233781,2
305413515,2
305804976,2
305890636,2
307336957,2
29481220,2
307382770,2
308762791,2
291677228,2
310269699,2
311148804,2
311253653,2
311763099,2
312439941,2
312571404,2
312904160,2
313173463,2
314290930,2
31509914,2
315482522,2
317420511,2
317468162,2
319203632,2
3192553,2
319911398,2
320531410,2
321714650,2
308316785,2
321775487,2
322028212,2
32254869,2
336613662,2
323158766,2
323260731,2
32702517,2
32759889,2
327845065,2
328196265,2
328323673,2
328761107,2
329092314,2
329222420,2
329741966,2
329828676,2
331989598,2
332524309,2
332936719,2
33349151,2
33436484,2
3344735,2
335570310,2
336021390,2
347155584,2
374406055,2
337772166,2
338266737,2
338594232,2
338611294,2
339619712,2
339994206,2
340205910,2
340262049,2
340496582,2
340540804,2
341293331,2
34162078,2
342017109,2
342488864,2
343218712,2
343731244,2
345458079,2
345738570,2
345991612,2
346126340,2
336120064,2
347631351,2
374940300,2
360408706,2
348560281,2
348771991,2
348926807,2
349011575,2
349201500,2
352166329,2
352624520,2
352710303,2
352823008,2
353228840,2
353447776,2
353551520,2
353796974,2
354740146,2
355559912,2
356809240,2
357224213,2
357715310,2
357934137,2
358254983,2
347673970,2
348298137,2
360631364,2
361842584,2
36348324,2
36348338,2
364233561,2
365993863,2
366193319,2
366199424,2
366550048,2
36684999,2
368593383,2
3688386,2
369031371,2
370009070,2
370088376,2
37141530,2
371941149,2
372046451,2
373001664,2
37342271,2
374116002,2
422749137,2
323088620,2
384145158,2
375990699,2
376352948,2
376356587,2
376519573,2
376577467,2
376782699,2
377879736,2
377891377,2
378424353,2
378598766,2
378646921,2
379939437,2
380640919,2
38098131,2
381485621,2
382033289,2
38207141,2
382212141,2
382332523,2
382945560,2
399963252,2
375007156,2
384555187,2
384608101,2
385133272,2
385307407,2
386753672,2
386925498,2
387409030,2
387948868,2
390459333,2
392408859,2
392582942,2
392613975,2
394952632,2
395299682,2
395489817,2
395737072,2
395743792,2
3961414,2
397615157,2
399292069,2
383040090,2
400676060,2
412030687,2
412074557,2
402667456,2
403162426,2
403307130,2
404013025,2
404555431,2
40513014,2
405691954,2
406202411,2
406652149,2
40741553,2
407436829,2
407507831,2
407645801,2
407916411,2
408321355,2
408763282,2
408854250,2
409714648,2
409932610,2
41182159,2
401159756,2
402417658,2
412376628,2
412481140,2
412520888,2
412684258,2
413736281,2
413780576,2
414225470,2
415288445,2
415572002,2
415847238,2
416027429,2
416893812,2
417217972,2
41744088,2
418205433,2
418368318,2
418491686,2
419077584,2
420895863,2
421896165,2
359026562,2
424311782,2
460293301,2
437864456,2
425803688,2
426023406,2
427198983,2
427220271,2
427997449,2
428232053,2
428856101,2
430267296,2
430297828,2
430866550,2
430982112,2
431210076,2
431380002,2
431961620,2
43240877,2
433036850,2
433295175,2
433397452,2
433771525,2
433904214,2
446549618,2
472682545,2
438309496,2
438362814,2
438960744,2
439022880,2
440350407,2
441482108,2
442254251,2
44237477,2
442636901,2
44268923,2
442964156,2
444168735,2
445274557,2
445840629,2
44596130,2
445961779,2
445988291,2
445996274,2
446398805,2
446540082,2
43402648,2
44771694,2
472806138,2
46033875,2
45026761,2
45219715,2
452446418,2
452882100,2
453163960,2
453343102,2
453422006,2
45384284,2
454297939,2
454436121,2
454779225,2
456412646,2
456416850,2
456445354,2
456762064,2
45763381,2
457879920,2
458029720,2
458296674,2
460018815,2
449175545,2
449183090,2
461498104,2
461955547,2
462168400,2
462517386,2
463875296,2
464035600,2
464258670,2
46445805,2
464910845,2
466201191,2
468045519,2
468109530,2
468370117,2
468532651,2
4689,2
470024008,2
470396329,2
470591148,2
470764106,2
471974021,2
472311924,2
424634409,2
424929381,2
490075523,2
474008850,2
475131990,2
47614010,2
476402350,2
476726750,2
477779870,2
478752705,2
479054831,2
480878098,2
481269650,2
481607674,2
482028982,2
482217400,2
482227407,2
482957377,2
483370837,2
48395718,2
484068521,2
484189295,2
486523376,2
509120737,2
472812832,2
491277548,2
491290983,2
491522373,2
493138454,2
49375838,2
496563642,2
496654904,2
497707801,2
498163609,2
498699594,2
499109905,2
499144055,2
500798349,2
50148165,2
501574440,2
501828598,2
504502495,2
505586293,2
505937330,2
5067198,2
487174023,2
510033966,2
522649698,2
522851489,2
510675061,2
510678538,2
512200664,2
513054589,2
513325427,2
513363141,2
514812433,2
514897866,2
515269663,2
515888891,2
515965078,2
516624434,2
517038725,2
517894766,2
518358311,2
518805,2
520396492,2
521572113,2
521596327,2
522137744,2
510418322,2
510606565,2
523122088,2
523239458,2
523595272,2
524480209,2
524814710,2
525249038,2
528024310,2
528484278,2
529722605,2
53272409,2
533458674,2
533586484,2
535671367,2
535927358,2
536764463,2
536914398,2
537108260,2
538908252,2
540169779,2
541603670,2
251321594,2
543175082,2
68676201,2
548991077,2
545717015,2
546012019,2
546417309,2
547483080,2
547579955,2
547815460,2
548292920,2
548541340,2
548946942,2
550136886,2
545452986,2
550379348,2
550690457,2
55087893,2
552812317,2
553265703,2
55326848,2
553647475,2
553817319,2
555571623,2
555166092,2
555609576,2
56728814,2
55604374,2
556592088,2
557657319,2
557673959,2
558368458,2
558657110,2
559867310,2
560407023,2
560748853,2
56169921,2
561913029,2
563101400,2
563711939,2
565510237,2
566178188,2
566466552,2
566731434,2
566805062,2
567183306,2
567213683,2
592556059,2
568100657,2
569836218,2
57845234,2
570501609,2
570795985,2
572243726,2
572612761,2
573010000,2
573311253,2
574152850,2
574351993,2
574543820,2
575027610,2
575299205,2
576238321,2
576320915,2
577040023,2
577043260,2
577226043,2
577482990,2
578440255,2
579164278,2
569874020,2
579629775,2
580577425,2
569410210,2
580613291,2
582370323,2
582395958,2
582458934,2
584238071,2
585109981,2
585388691,2
587970152,2
588024258,2
58845306,2
588874124,2
589164823,2
589267553,2
589527102,2
589593873,2
589834720,2
590124446,2
590279787,2
580406845,2
592350429,2
592879610,2
646757532,2
604590258,2
594012694,2
594359364,2
594406448,2
594525725,2
594720120,2
59503396,2
595174935,2
596148038,2
597341235,2
597650435,2
597880160,2
599214539,2
599758526,2
600065996,2
600495859,2
601936053,2
601970402,2
602087876,2
602676644,2
603054761,2
619695436,2
593994139,2
605519363,2
60565387,2
60631369,2
607501220,2
610173740,2
61070505,2
610706760,2
6119540,2
61197496,2
612306572,2
612382119,2
613027185,2
61340225,2
613554733,2
613841944,2
615134461,2
615303871,2
618082450,2
61811080,2
619209163,2
604543340,2
621069396,2
635488257,2
636207292,2
623476670,2
623842640,2
626016679,2
626047178,2
626149271,2
6266190,2
62665350,2
62742145,2
627712681,2
628265874,2
629053502,2
629519482,2
629573631,2
629873291,2
630501747,2
632181008,2
633605538,2
633916208,2
634187250,2
634826899,2
62184828,2
623447497,2
637491383,2
638172070,2
638312915,2
638381350,2
639257437,2
639615300,2
639781747,2
640085347,2
640832500,2
641316936,2
642475337,2
642498000,2
643011456,2
643102757,2
643510232,2
643611898,2
644132641,2
645164938,2
645995867,2
646023940,2
648015757,2
648288610,2
64996011,2
663064592,2
650964012,2
651411828,2
651740063,2
652310272,2
654063977,2
656434853,2
657033,2
657496248,2
657786361,2
658522675,2
65895703,2
659451080,2
659708389,2
660824151,2
66097466,2
661895615,2
662063958,2
662563910,2
663520863,2
650550448,2
663681824,2
681043608,2
679824449,2
664938736,2
666497430,2
668778105,2
668999345,2
669534730,2
670535590,2
671044960,2
67223042,2
673224533,2
674484502,2
675224578,2
675762983,2
675847736,2
676957085,2
677192488,2
6776693,2
677702852,2
679728320,2
663949652,2
680774888,2
681802251,2
703803141,2
691198365,2
683587475,2
683794171,2
683992964,2
684450049,2
684482169,2
685166855,2
685219998,2
686160406,2
544167097,2
686193357,2
687539460,2
687683969,2
687794358,2
68817601,2
688811632,2
689557460,2
690249617,2
690421457,2
690875537,2
681987516,2
692307193,2
69397118,2
693313109,2
694829786,2
695061548,2
695358049,2
695899964,2
695962936,2
696141715,2
696413099,2
696847395,2
697346732,2
697758775,2
6987495,2
700780755,2
701355179,2
701546920,2
701987407,2
702808548,2
7031179,2
703698517,2
693901366,2
664185592,2
704146973,2
718022784,2
713296130,2
705378202,2
705495030,2
706524642,2
707512848,2
707801226,2
708179515,2
708426660,2
708697204,2
708801026,2
708953206,2
709495380,2
709668158,2
710945531,2
711279279,2
711325425,2
71197437,2
713195569,2
713263318,2
714023567,2
705158813,2
714124600,2
732502953,2
731873284,2
718180944,2
718844328,2
719280944,2
721553788,2
722164805,2
722488038,2
722795249,2
723122474,2
723274991,2
723818820,2
72384197,2
7245074,2
726147329,2
727966706,2
727971898,2
72875539,2
730090748,2
730512473,2
715389717,2
704236120,2
73331454,2
704189216,2
749007848,2
733862365,2
73493377,2
735281459,2
736689854,2
736753170,2
737299950,2
737550760,2
737731333,2
738227969,2
739078906,2
740867700,2
743087348,2
7458543,2
746789809,2
746827922,2
748330850,2
748624821,2
748802031,2
749534787,2
733659736,2
750348198,2
750844490,2
732990368,2
752816298,2
752823976,2
752908133,2
752964940,2
753049442,2
753452473,2
753937498,2
753959095,2
754937463,2
755889064,2
756061433,2
756230654,2
756467192,2
7567719,2
75682304,2
757511593,2
757597289,2
758908877,2
750682487,2
759763306,2
760259998,2
760800162,2
774067783,2
761438443,2
762333412,2
764127159,2
764628900,2
764843895,2
765011298,2
765025130,2
765220394,2
766194208,2
766626591,2
767127216,2
76913400,2
76941789,2
769808973,2
770143577,2
770576006,2
770741749,2
772490220,2
772727335,2
773833923,2
787390170,2
821757950,2
774329473,2
775053947,2
776787208,2
777352395,2
777974912,2
778376249,2
778904705,2
779120433,2
779224320,2
779962057,2
780728930,2
780831074,2
781203166,2
783913563,2
784196529,2
785379629,2
785618739,2
786262348,2
786311709,2
786452151,2
773852850,2
787852520,2
822116899,2
806289945,2
79107561,2
791255504,2
791538961,2
791872624,2
792601600,2
792917220,2
793397744,2
794222232,2
796140626,2
79636405,2
796427077,2
79782921,2
79791890,2
797985091,2
798563186,2
799710467,2
802491357,2
803210586,2
803577173,2
805437610,2
789357700,2
790682880,2
806370059,2
807522897,2
807649836,2
807961443,2
808189706,2
809063625,2
809894247,2
811558071,2
811660036,2
812929120,2
812999909,2
813961435,2
814300075,2
814388405,2
814715526,2
816722163,2
81692640,2
817711911,2
818502880,2
818526759,2
821515952,2
885288619,2
761354008,2
838364164,2
825787053,2
826517682,2
826819750,2
828595092,2
829015540,2
829174170,2
829888789,2
830043460,2
830068057,2
831024060,2
831275028,2
832971298,2
833220917,2
833305810,2
833869146,2
834141988,2
834604275,2
835257509,2
836124679,2
837741270,2
850838956,2
824326389,2
84005403,2
840795833,2
84110037,2
841561427,2
841720610,2
842690452,2
84368521,2
845949104,2
846902131,2
846982473,2
847109275,2
84724913,2
848089411,2
848188269,2
848534433,2
848898321,2
849029013,2
849594883,2
849646836,2
850734862,2
838357496,2
850839230,2
87041216,2
870951415,2
854457446,2
855384653,2
856322210,2
859448256,2
859900305,2
860465361,2
861525548,2
863121038,2
863565296,2
86356599,2
863792557,2
864049569,2
864516867,2
865013649,2
865191370,2
865471681,2
865745225,2
866693034,2
867417730,2
870291062,2
852352836,2
852531387,2
871632709,2
872054261,2
872195776,2
872726268,2
872804012,2
873307616,2
87562259,2
876888613,2
877339093,2
877598671,2
878075336,2
878159927,2
879454415,2
879993420,2
880098446,2
880301959,2
881308336,2
881319394,2
882616034,2
882765392,2
806119143,2
885417174,2
932347452,2
901927500,2
88761622,2
887717,2
888061388,2
888083837,2
88855375,2
890549609,2
891092167,2
891485367,2
891638109,2
892611116,2
893270763,2
893926368,2
895689440,2
896018227,2
896806283,2
898750199,2
899185518,2
899614719,2
900602417,2
900944447,2
914741502,2
941102960,2
902117158,2
902243018,2
903105725,2
903377679,2
903715611,2
904001645,2
904447713,2
904512948,2
904845592,2
904916844,2
905213904,2
90533247,2
906717354,2
906898543,2
908282795,2
909010771,2
909736155,2
911014920,2
914109874,2
914679874,2
901609189,2
915208859,2
943282718,2
932855554,2
915864940,2
915937951,2
916308561,2
917182466,2
91895069,2
919010392,2
919527898,2
919681969,2
92098968,2
921851546,2
922169260,2
922983579,2
924107210,2
92468216,2
926197805,2
927498577,2
92964665,2
930131541,2
930217710,2
930356243,2
915313691,2
915343120,2
93406155,2
934927389,2
935124562,2
935127869,2
93515275,2
936343496,2
936665222,2
936999060,2
93717660,2
937287163,2
937534985,2
937677274,2
938479005,2
938601176,2
938676259,2
939764589,2
940098327,2
940468688,2
940613643,2
940903750,2
941084804,2
886828368,2
886970000,2
955230466,2
944670854,2
946274352,2
947386694,2
94748047,2
947517624,2
947848435,2
948045587,2
948769616,2
948837208,2
948870330,2
949434982,2
949645992,2
950773449,2
950873441,2
951616468,2
952662020,2
952796228,2
953519383,2
954253695,2
954610850,2
969160195,2
944475641,2
956331557,2
957026725,2
957125831,2
958201900,2
958630797,2
959146072,2
9592345,2
959426126,2
962332920,2
962540523,2
963175394,2
963665541,2
963700473,2
964221681,2
965235822,2
965662391,2
96663620,2
967885305,2
968727360,2
968932507,2
954660466,2
96975696,2
985998268,2
986935648,2
971198239,2
971595935,2
972025824,2
972109396,2
972244474,2
973913355,2
973934206,2
973987903,2
97485469,2
975294030,2
975622851,2
975957636,2
9768,2
977648289,2
978165432,2
978559015,2
979234292,2
979993188,2
982021908,2
982593041,2
97002098,2
970831270,2
987920482,2
988668475,2
989035119,2
991443716,2
991874530,2
991992448,2
992095721,2
99303869,2
993252495,2
994343355,2
994489484,2
994525767,2
99604205,2
997099840,2
997204669,2
997216005,2
997583447,2
998242069,2
998588857,2
998639533,2
998797108,2
